artists_id,acousticness,danceability,disc_number,duration_ms,energy,href,id,instrumentalness,key,liveness,loudness,lyrics,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_href,uri,valence,release_date,artists_name,genres,release_year
5lODCkFdEtpPn3YxfmyLfT,0.614,0.523,1.0,208733.0,0.654,https://api.spotify.com/v1/tracks/5oG4GkFukkeFvxTlu4MoMp,5oG4GkFukkeFvxTlu4MoMp,0.00897,2.0,0.139,-6.876,"
Nos quedamos solos
Como cada noche
Hoy te siento triste
Y sé muy bien por qué
Tú querrás decirme
Que he cambiado mucho
Que el amor se acaba
Y quiero terminar
Yo que ni un momento puedo estar lejos de ti
¿Cómo soportar la vida entera ya sin ti?
Te quiero, te quiero
Te juro que yo no puedo vivir sin tu amor
Ven aquí y abrázame
Yo te amo tanto
Y te pido por favor
Que creas más en mí
Yo que ni un momento puedo estar lejos de ti
¿Cómo soportar la vida entera ya sin ti?
Te quiero, te quiero
Yo que ni un momento puedo estar lejos de ti
¿Cómo soportar la vida entera ya sin ti?
Te quiero, te quiero, te quiero, te quiero
",1.0,Somos Novios - feat. Lolita,Boleros Pop,49.0,https://p.scdn.co/mp3-preview/d368e1428aaed8ee46db8667f2e8025bdb7a5f19?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.12,83.764,4.0,https://api.spotify.com/v1/tracks/5oG4GkFukkeFvxTlu4MoMp,5oG4GkFukkeFvxTlu4MoMp,0.544,2000-11-17,Armando Manzanero,"['bolero', 'cantautor', 'latin', 'latin pop', 'nueva cancion', 'pop romantico', 'ranchera', 'velha guarda']",2000.0
0543y7yrvny4KymoaneT4W,0.614,0.749,1.0,309760.0,0.246,https://api.spotify.com/v1/tracks/3bhgNgvkuYUpvT3Aa8nobd,3bhgNgvkuYUpvT3Aa8nobd,0.000138,0.0,0.0967,-12.847,"

Shadows grow so long before my eyes
And they're moving across the page
Suddenly, the day turns into night
Far away from the city

Don't hesitate
'Cause your love won't wait

Ooh, baby, I love your way
Wanna tell you I love your way
Wanna be with you night and day

Moon appears to shine and light the sky
With the help of some fireflies
I wonder how they have the power to shine, shine, shine
I can see them under the pine

But don't hesitate
'Cause your love won't wait, yeah

Ooh, baby, I love your way
Wanna tell you I love your way
Wanna be with you night and day

Well, don't, don't hesitate
'Cause your love won't wait

I can see the sunset in your eyes
Brown and gray, blue besides
Clouds are stalking islands in the sun
I wish I could buy one
Out of season

But don't hesitate
'Cause your love won't wait, oh

Ooh, baby, I love your way
Wanna tell you I love your way
Wanna be with you night and day
Ooh, baby, I love your way
",1.0,"Baby, I Love Your Way",70s & 80s Acoustic,51.0,https://p.scdn.co/mp3-preview/c5acf7736dd943ac32cbd1f97d5fee2f11deafd7?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0383,132.153,4.0,https://api.spotify.com/v1/tracks/3bhgNgvkuYUpvT3Aa8nobd,3bhgNgvkuYUpvT3Aa8nobd,0.308,2016-02-26,Peter Frampton,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']",2016.0
6sq1yF0OZEWA4xoXVKW1L9,0.522,0.512,1.0,244307.0,0.369,https://api.spotify.com/v1/tracks/2wg5VSRy3PplqVRsArf8oA,2wg5VSRy3PplqVRsArf8oA,0.0127,3.0,0.111,-10.143,"
Acaricia mi ensueño
El suave murmullo de tu suspirar
Como ríe la vida
Si tus ojos negros me quieren mirar
Y si es mío el amparo
De tu risa leve que es como un cantar
Ella aquieta mi herida
Todo, todo se olvida..
El día que me quieras
La rosas que engalana
Se vestirá de fiesta
Con su mejor color
Al viento las campanas
Dirán que ya eres mía
Y locas las fontanas
Me contarán tu amor
La noche que me quieras
Desde el azul del cielo
Las estrellas celosas
Nos mirarán pasar
Y un rayo misterioso
Hará nido en tu pelo
Luciérnaga curiosa
Que verá...que eres mi consuelo..
El día que me quieras
No habrá más que armonías
Será clara la aurora
Y alegre el manantial
Traerá quieta la brisa
Rumor de melodías
Y nos darán las fuentes
Su canto de cristal
El día que me quieras
Endulzará sus cuerdas
El pájaro cantor
Florecerá la vida
No existirá el dolor...
La noche que me quieras
Desde el azul del cielo
Las estrellas celosas
Nos mirarán pasar
Y un rayo misterioso
Hará nido en tu pelo
Luciérnaga curiosa
Que verá que eres mi consuelo
",1.0,Noche de Ronda,Boleros Pop,37.0,https://p.scdn.co/mp3-preview/3c33631a3e350a7ee9d4f7d523730fc5285b2ecc?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0258,103.089,4.0,https://api.spotify.com/v1/tracks/2wg5VSRy3PplqVRsArf8oA,2wg5VSRy3PplqVRsArf8oA,0.302,2008-07-14,Alejandro Fernandez,"['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera', 'tropical']",2008.0
39yVoqm6sYFvvqF1RciUVf,0.523,0.396,1.0,330893.0,0.421,https://api.spotify.com/v1/tracks/5TAIgpzCktJ4NhIkRZk8QU,5TAIgpzCktJ4NhIkRZk8QU,0.0,6.0,0.0556,-10.247,"
Yo se que es imposible
Que me quieras
Que tu amor para mi
Fue pasajero
Y que cambias tus besos
Por dinero
Envenenando así
Mi corazón
Yo se que es imposible
Que me quieras
Que tu amor para mi
Fue pasajero
Y que cambias tus besos
Por dinero
Envenenando así
Mi corazón
No creas que tus infamias
Me perjuran
E incitan mi rencor
Para olvidarte
Te quiero mucho mas
En vez de odiarte
Y tu castigo se lo dejo
A Dios
Luna que se quiebra
Sobre la tiniebla
De mi soledad
¿adonde vas?
Dime si esta noche
Tu te vas de ronda
Como ella se fue
¿con quien esta?
Dile que la quiero
Dile que me muero
De tanto esperar
Que vuelva ya
Que las rondas
No son buenas
Que hacen daño
Que dan pena
Y que acaban
Por llorar
Solamente una vez
Ame en la vida
Solamente una vez
Y nada mas
Una vez nada mas
En mi huerto
Brillo la esperanza
La esperanza que alumbra
El camino de mi soledad
Una vez, nada mas
Se entrega el alma
Con la dulce y total
Renunciación
Y cuando ese milagro
Realiza el prodigio
De amarse
Hay campanas de fiesta que cantan
En el corazón
Mirando torear a Silverio
Me ha salido de mi dentro
Lo gitano de un cantar
Con la garganta sequita
Muy sequita la garganta
Seca de tanto gritar
Silverio, Silverio Perez
Diamante del redondel
Tormento de las mujeres
A ver quien puede con el
Silverio, torero estrella
El príncipe milagro
De la fiesta mas bella
Carmelo que está en el cielo
Se asoma a verte torerar
Monarca del trincherazo
Torero, torerazo
Azteca y Español
Silverio, cuando toreas
No cambio por un trono
Mi barrera de sol
",0.0,Por Siempre Lara/ Popurri,Boleros Pop,48.0,https://p.scdn.co/mp3-preview/28986b238401732dfdcc96d64fbfc43c4d48baa0?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0352,134.944,4.0,https://api.spotify.com/v1/tracks/5TAIgpzCktJ4NhIkRZk8QU,5TAIgpzCktJ4NhIkRZk8QU,0.487,2010,Carlos Rivera,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",2010.0
2wIVse2owClT7go1WT98tk,0.217,0.829,1.0,262698.0,0.748,https://api.spotify.com/v1/tracks/3Of77FYMTeIucSWOnOvAkH,3Of77FYMTeIucSWOnOvAkH,0.0,1.0,0.204,-3.614,"

Uptown, downtown
Everywhere we get down
It's 'bout to go down
Are you ready? On your mark
Get set, let's go
It goes left foot, it goes right foot
It goes left foot, it goes right foot
Catch the wall, touch them toes
Turn around like it's gold
Back it up, back it up, so you know you got control

Let me hit you with that
Pep rally, pep rally, pep rally
Oh, this a pep rally
Pep rally, pep rally, pep rally
Oh, this a pep rally

Pep rally, my friends be at the pep rally
Screaming and shaking, man, we at the pep rally
Aw, aw, aw, go 'head and dip at it
The go-go playing my jam, now let me shake my jelly
Jumping and thumping, man, I got the crowd yelling
Get it, and kick it, kick it, kick it, there's no telling
Aw, aw, aw, you better move Ellen
I got a nice round woo like a watermelon
Aw, yeah you play the point guard
Hitting three corners, man, they playing real hard
My team be with it, yeah, so keep your day job
I turn around and make it bounce like a basketball

Bounce, biggity bounce, biggity-biggity bounce, bounce
Where my clappers that stomp? Now rock with it
Bounce, biggity bounce, biggity-biggity bounce, bounce
Where my clappers that stomp? Now rock with it
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that, clappers that stop
Clappers that stomp

Uptown, downtown
Everywhere we get down
It's 'bout to go down
Are you ready? On your mark
Get set, let's go
It goes left foot, it goes right foot
It goes left foot, it goes right foot
Catch the wall, touch them toes
Turn around like it's gold
Back it up, back it up, so you know you got control

Let me hit you with that
Pep rally, pep rally, pep rally
Oh, this a pep rally
Pep rally, pep rally, pep rally
Oh, this a pep rally

Rocking not stopping, bend over go 'head touch your toes
Get it, now get it, now let your bottom scrape the floor
Bouncing and bouncing, now stop, drop, rock and roll
And yeah we get crackin' like we up at the Superbowl
Aw, quarterback on the field
Football player running yard, got skills
At the ball game, pep rally over here
The band in the stands, shit just got real
Turn out, turn out, turn out, turn out, turn out
Turn out, turn out, turn out, turn out, turn out
Turn out, turn out, turn out, turn out, turn out
Like a basketball lover, make 'em bounce

Bounce, biggity bounce, biggity-biggity bounce, bounce
Where my clappers that stomp? Now rock with it
Bounce, biggity bounce, biggity-biggity bounce, bounce
Where my clappers that stomp? Now rock with it
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that, clappers that stop
Clappers that stomp

Uptown, downtown
Everywhere we get down
It's 'bout to go down
Are you ready? On your mark
Get set, let's go
It goes left foot, it goes right foot
It goes left foot, it goes right foot
Catch the wall, touch them toes
Turn around like it's gold
Back it up, back it up, so you know you got control

Well let me hit you with that
Turn around, rotate
Feel that, let it vibrate
Two-step, let your body sway
This a battle of the bands, this a drum break
Majorettes on the school yard
Where my drum majors? Pull out your bullhorn
Fools be getting drunk, acting like morons
The football team be winning get your score on
Oh, oh yeah this a pep rally
Murkin' and working yeah this be a pep rally
Kicking, kick it, kick it, you better move Ellen
I'm 'bout to whip it, whip it like potato salad
Aw, yeah, now get your groove back
Aw, yeah, you better do that
Aw, yeah, this be a roll call
When this song come on, now bounce like a basketball

Bounce, biggity bounce, biggity-biggity bounce, bounce
Where my clappers that stomp? Now rock with it
Bounce, biggity bounce, biggity-biggity bounce, bounce
Where my clappers that stomp? Now rock with it
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that stomp, clappers that
Clappers that, clappers that stop
Clappers that stomp

Round up the clappers let's go, oh yeah
Round up the clappers let's go, oh yeah
Round up the clappers let's go, oh yeah
Clappers, clappers, clappers, clappers
",1.0,Pep Rally,This Is Missy Elliott,46.0,https://p.scdn.co/mp3-preview/56ae25979ee2b8ff3698f84f8eef5977537d80fc?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.124,90.013,4.0,https://api.spotify.com/v1/tracks/3Of77FYMTeIucSWOnOvAkH,3Of77FYMTeIucSWOnOvAkH,0.324,2016-02-07,Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",2016.0
7gSjFKpVmDgC2MMsnN8CYq,0.082,0.724,1.0,216960.0,0.872,https://api.spotify.com/v1/tracks/5UdicZrmNt418AmwNixCJP,5UdicZrmNt418AmwNixCJP,0.0,8.0,0.316,-2.706,"
(Intro)
Why can't I find somebody else
When I know, know that you're doing wrong
It's so hard, hard to let go
(Verse 1)
I done went through just about two bags of tissues baby
And you're looking at me like you ain't the issue baby
And though I tried to leave, I can't stop missing you baby
And I keep coming, I keep coming back
(Hook)
I keep going in circles, circles
'Round and 'round
And while you're doing me so wrong
I just keep holding you down
I feel so stupid, foolish
Loving you all this way
But what I can I say
But I wanna go
I wanna go but I keep coming back
(Verse 2)
Why I'm so confused for you, I have no answer boy (one time!)
When I feel so used by you just like a toy (two times!)
It's a shame that you don't care enough to even give me half the love I give to you
I live for you baby
I'm ashamed to say that I'm to blame for how you act
Cause I keep coming, I keep coming back
(Hook)
I can't stop
I can't stop
I can't stop missing you baby
I can't stop
(Bridge)
I stay cause I love you but I hate that I stay
You know I won't go that's why you treat me this way
I want to be happy though it hurts me so bad
Don't know what it is that keeps me coming back
Hol' up (wait a minute)
I said hol' up (wait a minute)
I said hol' up (wait a minute)
I said freeze!
(Hook)(x2)
",0.0,Holding You Down (Goin' in Circles),This Is Missy Elliott,48.0,https://p.scdn.co/mp3-preview/a84c92aba42e1b8e1ec71ca3934819b62c3e41f6?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.14,95.09,4.0,https://api.spotify.com/v1/tracks/5UdicZrmNt418AmwNixCJP,5UdicZrmNt418AmwNixCJP,0.783,2010-11-26,Jazmine Sullivan,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",2010.0
0eHQ9o50hj6ZDNBt6Ys1sD,0.147,0.662,1.0,240093.0,0.874,https://api.spotify.com/v1/tracks/7LABrQFfRYcZUqUwng0Heb,7LABrQFfRYcZUqUwng0Heb,0.0,8.0,0.141,-4.509,"


Na-na-na-eh (uoh-oh)
Na-na-na-oh (uoh-oh)
Na-na-na-eh
Na-na-na-eh, eh-eh (eh)

Ella tiene algo que me atrapa
Se me hace muy fácil extrañarla
Yo que no creo en el amor
En su juego redondito caí y me enamoré

Ignora (oh)
Sin tocarla me acalora
La veo bailar, no la dejo sola, sola
Quiero hacerla mi señora
Ella es encantadora y cazadora (oh)
Sin tocarla me acalora
La veo bailar, no la dejo sola, sola
Quiero hacerla mi señora
Ella es encantadora y cazadora

(uoh-oh-oh-oh)
Na-na-na-eh
Na-na-na-oh
Na-na-na-eh (uoh-oh-oh-oh)
Na-na-na-eh, eh-eh
Mi amada, jajaja
(uoh-oh-oh-oh)

Baby, tú tienes algo, algo muy diferente
Déjame conocerte a fondo, más íntimamente (eh)
Porque es que cuando tú te mueves sexy mami (ouh-whoa)
Me provocas y me entran más ganas a mí (yeh-yeh)
De jalarte por el pelo y besarte por el cuello
Ay, bebé no tengas miedo
Quítate la ropa (oh)
Hazlo paso por paso
Y bésame la boca
Vamos a disfrutar de este momento (ouh)

Porque nadie nos tá' viendo aquí (aquí)
Estamos sólitos aquí (aquí)
Déjame sentir todo tu cuerpo
Porque nadie nos tá' viendo aquí
Estamos sólitos aquí (aquí)
Déjame sentir todo tu cuerpo
Na-na-eh

Na-na-na-eh
Na-na-na-oh
Na-na-na-eh
Na-na-na-eh, eh-eh (eh)

Ignora (oh)
Sin tocarla me acalora
La veo bailar, no la dejo sola, sola
Quiero hacerla mi señora
Ella es encantadora y cazadora
Sin tocarla me acalora
La veo bailar, no la dejo sola sola
Quiero hacerla mi señora
Ella es encantadora y cazadora

Na-na-na-eh
Na-na-na-oh
Na-na-na-eh
Na-na-na-eh, eh-eh (eh)

Cerquita de mí, tan sola baby
Vamos a pasarla como se debe
En cambio yo aquí pendiente de ti
Buscando una manera pa' que aquí se quede
No la dejo sola (sola)
Las horas me roba y la dejo (dejo)
Ya veo en sus ojos el deseo (deseo)
No se va a arruinar el momento (-to-oh)
Y es que me mata pensarte
Ignorarte un rato y luego buscarte (oh)
Quiero amanecerme esta noche, eah
No sabes cómo quiero a usted verla

Cerquita de ti, tan sola baby
Vamos a pasarla como se debe
En cambio yo aquí pendiente de ti
Buscando una manera pa' que aquí se quede (ehhh)

Ignora
Sin tocarla me acalora
La veo bailar, no la dejo sola sola
Quiero hacerla mi señora
Ella es, encantadora y cazadora
Sin tocarla me acalora
La veo bailar, no la dejo sola sola
Quiero hacerla mi señora
Ella es encantadora y cazadora

Na-na-na-eh
Na-na-na-oh
Na-na-na-eh
Na-na-na-eh, eh-eh

Dangerous
",1.0,Encantadora,Ponle Reggaetón,69.0,https://p.scdn.co/mp3-preview/d2c28fa2bdb38b28e5f1865794d6f0acae8bfc3d?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0471,169.943,4.0,https://api.spotify.com/v1/tracks/7LABrQFfRYcZUqUwng0Heb,7LABrQFfRYcZUqUwng0Heb,0.926,2015-11-06,Yandel,"['latin', 'latin hip hop', 'latin pop', 'pop', 'reggaeton', 'reggaeton flow', 'tropical']",2015.0
1cXi8ALPQCBHZbf0EgP4Ey,0.0132,0.351,1.0,173053.0,0.996,https://api.spotify.com/v1/tracks/0jrMrAKf4LAUETxwEJ12U0,0jrMrAKf4LAUETxwEJ12U0,0.0,8.0,0.0753,-2.308,"
I lie in bed at night
And I'm afraid to sleep
God if I close my eyes
I pray my soul to keep
I tell them from this monster
But they don't understand
They can't feel the slash
Of freddy's hand
Nightmare on elm street
Where I'm trapped inside a dream
Nightmare on elm street
Where no one can hear me scream
A bastard son of 1000 maniacs
Locks us inside his hell
We must send him back
Killed him once
Burning him alive
Kill him twice
Drag him to the other side
Nightmare on elm street
Where I'm trapped inside a dream
Nightmare on elm street
Where no one can hear me scream
Nightmare on elm street (oh oh oh)
Where I'm trapped inside a dream
Nightmare on elm street (oh oh oh)
Where no one can hear me scream
Wohh wohh oh whooum
I lie in bed at night
And I'm afraid to sleep
God if I close my eyes
I pray my soul to keep
I tell them from this monster
But they don't understand
They can't feel the slash
Of freddy's hand
Nightmare on elm street (oh oh oh)
Where I'm trapped inside a dream
Nightmare on elm street (oh oh oh)
Where no one can hear me scream
Nightmare on elm street (oh oh oh)
Where I'm trapped inside a dream
Nightmare on elm street (oh oh oh)
Where no one can hear me scream
Hear me scream!
",1.0,Nightmare on Elm Street,Hot Rods & Horror Shows,38.0,https://p.scdn.co/mp3-preview/ee721455732c002917ff20a14fcf82420b181552?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.079,168.868,4.0,https://api.spotify.com/v1/tracks/0jrMrAKf4LAUETxwEJ12U0,0jrMrAKf4LAUETxwEJ12U0,0.19,2016-06-17,Misfits,"['horror punk', 'punk', 'rock', 'skate punk']",2016.0
6AVLthptCPhfrxlHadOBJD,0.41,0.775,1.0,196747.0,0.632,https://api.spotify.com/v1/tracks/7iGhp63OPcKgRCvdUXG9Yg,7iGhp63OPcKgRCvdUXG9Yg,0.0,1.0,0.107,-7.548,"

In an hour when I wake up
I’mma take a little time and bring up
The fact that we did break up
And just for one night we made up
And we made love, and it was so good
That sweet, rough, that funky stuff
I can tell by your moans, you ain't get enough
Maybe you are, but it ain't my love

Don't be expecting no breakfast in the morning baby
You got all you gon' get, this is it, this is closure
This is closure, this is closure, this is closure, told ya

Now you're looking at me with faces
Cause I went two different places
You're thinking it's a new beginning
When I know that it's the ending
We ended our time for a reason
Our trouble was never pleasing
Each other we got the right seeds done
That ain't enough to plant our dreams in
Oh I want some sugar in my bowl
A deeper connection baby
Don't you want more?
I think it's time that we move forward
I purred like a kitten and you roared
This is the last time I hope you enjoyed
Now would you mind leaving out the back door?

Don't be expecting no breakfast baby
You got all you gon' get, this is it, this is closure
This is closure, this is closure, this is closure, told ya

Look homie, there will be no more homemade waffles, okay? With the fresh strawberries, you know the ones I put the agave in
There will be no more quiche and no more sausages
And don't even think about my pepper jack grits
Or my grandma's buttermilk biscuits. (Told ya)
Hungry?
You want something to eat?
You want some of my time?
You want some of my affection? You want my honesty? You want me to listen to you baby?
Aw, is that what you want from me?
Hah, you better get that backdoor, go on
Hell no (Told Ya)

You don't hear me out here knocking?
That mean don't come...You want me to leave right now? The closure start today?
It's good, I can still come back and wash your car if you need me to
For that breakfast and that guave sweetener, I, no more of that?
And the waffle gone too? I'll come inside so I can hear you. No?
Okay, alright, okay, I'll call you...don't call you, call you, no, don't call you, okay
One more thing, you calling the cops?
I'mma leave
",0.0,Closure,Retro Pop,30.0,https://p.scdn.co/mp3-preview/57d2e782fa3ff3a9e1ed6f1b44a455be211b8900?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.372,97.584,4.0,https://api.spotify.com/v1/tracks/7iGhp63OPcKgRCvdUXG9Yg,7iGhp63OPcKgRCvdUXG9Yg,0.659,2015-07-10,Jill Scott,"['funk', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",2015.0
4qWnlmXWuGv2TtuxtIWlJX,0.718,0.615,1.0,222250.0,0.362,https://api.spotify.com/v1/tracks/3Wyr8zmqDXLNkTXWKA8FL2,3Wyr8zmqDXLNkTXWKA8FL2,0.0,7.0,0.115,-5.53,"

Now the sea eats the sky
But they say it's a lie
There's no birds left to fly
We'll hide out
Oh, the weather's against us
Houses underground
The flowers upside down
In our dreams
In the eye of the storm
The land where you were born
Try to make no sound
We hide out
'Cause they watch us in sleep
The language that we speak
And the secrets that we keep

In our dreams, in our dreams, in our dreams
In our dreams, in our dreams, in our dreams

I said I'm so sorry
To have kept you waiting around
I wish I could've come up
I could've shouted out loud
They got exits covered
All the exits underground
I wish I could figure it out
But the world's upside down
In a world upside down

Oh, to dream this all off
In the islands of the mind
The places they can't find
We'll hide out
And the black sky came down
And the cities underground
The flowers upside down
In our dreams
Oh, to meet you again
To pass you on the stairs
To see you everywhere
In my dreams
'Cause they watch us in sleep
And the language that we speak
And the secrets that we keep

To ourselves in our dreams, in our dreams
In our dreams, in our dreams, in our dreams

I said I'm so sorry
To have kept you waiting around
I wish I could've come up
I could've shouted out loud
They got exits covered
All the exits underground
I wish I could figure it out
But the world's upside down

I said I'm so sorry
That the world has fallen down
I wish I could do something more
I could shout it out loud
They got exits covered
All the exits underground
I wish I could figure it out
But the world's upside down
In a world upside down


(Up)
(Upside down, oh)
(Upside down, oh)
(Upside down, oh)

Back to the days of yore, when we were sure of a good long summer
I hope you could be found out of ground, our long lost brother
We share all of our dreams into the screen but not with each other
Back to the days of yore, when we were sure of a good long summer
I hope you could be found out of ground, our long lost brother
We share all of our dreams into the screen but not with each other
Back to the days of yore, when we were sure of a good long summer
",1.0,Got It in You - Acoustic,Alternative Fix,43.0,https://p.scdn.co/mp3-preview/648e9e446a586e0fc4d64c6fe36c73b68556b8b8?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.043,72.076,4.0,https://api.spotify.com/v1/tracks/3Wyr8zmqDXLNkTXWKA8FL2,3Wyr8zmqDXLNkTXWKA8FL2,0.188,2019-02-28,BANNERS,"['indie anthem-folk', 'indie cafe pop', 'indie poptimism', 'indiecoustica', 'modern rock', 'pop']",2019.0
0MeLMJJcouYXCymQSHPn8g,0.624,0.131,1.0,289792.0,0.205,https://api.spotify.com/v1/tracks/3ruBQU9YbaCP3DchyKNK4V,3ruBQU9YbaCP3DchyKNK4V,0.918,10.0,0.129,-17.043,-99,1.0,Saturn (Instrumental),The Good Cup,47.0,https://p.scdn.co/mp3-preview/8eb248aea617c5833342288cb80360c13147e16c?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0387,146.089,4.0,https://api.spotify.com/v1/tracks/3ruBQU9YbaCP3DchyKNK4V,3ruBQU9YbaCP3DchyKNK4V,0.0362,2017-02-13,Sleeping At Last,"['acoustic pop', 'ambient worship', 'dreamo', 'folk-pop', 'indie cafe pop', 'pop']",2017.0
6hk7Yq1DU9QcCCrz9uc0Ti,0.00556,0.683,1.0,224727.0,0.708,https://api.spotify.com/v1/tracks/3Bpb9FRS14PimHWpoKwUCR,3Bpb9FRS14PimHWpoKwUCR,0.0261,5.0,0.24,-7.206,"

Lightyears from everyone
Stranded on a foreign sun
Blacked out upon the edge
Am I the only one out here?
Dazed in the daytime light
Floating in a violet sky
Am I the only one
The only one around out here?

When open my eyes
I see someone I used to be
When I open my eyes
It's all coming back to me

Come and take me lightyears
Back to where we’re from
We could be together
That's where we belong
Are you out there?
Come and send me a sign
As long as we're together
We can glow
Forever you and I

Ooh, ooh
(Forever, you and I)
Ooh, ooh
(’Cause we're all made of)

Lightyears from everyone
I wonder what I have I become?
Washed up on a distant shore
No sign of me here no more

So fast, we're out of sight
Moving at the speed of light
Pumping our hearts in time
Break through the atmosphere
So high that I can't see
It's all coming back to me

Come and take me lightyears
Back to where we're from
We could be together
That's where we belong
Are you out there?
Come and send me a sign
As long as we're together
We can glow
Forever you and I

Ooh, ooh
(Forever, you and I)
Ooh, ooh
(’Cause we’re all made of)

As long as we're together
We can make it if you’re ready
As long as we're together we can glow
'Cause we're all made of light
As long as we’re together
We can make it if you're ready
As long as we're together we can glow
Tell me, are you out there?
Can you send me a sign?
As long as we're together

We can go all night—
As long as we're together
We can make it if you're ready
As long as we're together we can glow
(Ooh, ooh)
Move all night—
As long as we're together
We can make it if you're ready
As long as we're together we can glow
(Ooh, ooh)
",0.0,Lightyears - Chris Tabron Mix,Alternative Fix,45.0,https://p.scdn.co/mp3-preview/c0f81a34aeb5aa39064b0cf0c2f18bf13ec184bd?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.034,110.018,4.0,https://api.spotify.com/v1/tracks/3Bpb9FRS14PimHWpoKwUCR,3Bpb9FRS14PimHWpoKwUCR,0.373,2019-02-01,Kimbra,"['art pop', 'bergen indie', 'electropop', 'folk-pop', 'nz pop']",2019.0
7slfeZO9LsJbWgpkIoXBUJ,0.302,0.355,1.0,291000.0,0.477,https://api.spotify.com/v1/tracks/4QKkCh2wn5iTdws70W9XaR,4QKkCh2wn5iTdws70W9XaR,0.0,0.0,0.0853,-7.568,"

Tengo miedo que el tiempo venga y me coma
Tengo miedo que el viento robe mi voz
Tengo miedo que ellos me vean triste
Es por eso que yo no quiero salir
Tengo miedo que al baño le abran la puerta
Que me vean desnuda y se den la vuelta
Y sí sigo comiendo me suba el peso
Es por eso que yo no quiero salir
Es por eso que yo...

Mami espérame, aléjate de mí
Déjame caerme, déjame salir
Mami espérame, aléjate de mí
Déjame caerme, déjame salir

Tengo miedo de noche, que alguien me robe
Que se queme la casa o haya fantasmas
Escribir más cartas, perder palabras
Y es por eso que yo no quiero salir
Tengo miedo de un día perder mis dedos
No tener mas amigos que rían conmigo
Resbalar en el hielo, caer al río
Y es por eso que yo no quiero salir

Es por eso que yo no quiero salir
Es por eso que yo no quiero salir
Es por eso que yo no quiero salir
Y es por eso que yo no quiero salir

Mami espérame, aléjate de mí
Déjame caerme, déjame salir
Mami espérame, aléjate de mí
Déjame caerme, déjame salir

Tengo miedo de ti, de tu voz
Tengo miedo de ti, de tu amor
Miedo de que a mi campo
Le dejen de crecer flores de color
Tengo miedo de ti, de tu voz
Tengo miedo de ti, de tu amor
Miedo de que a mi campo
Le dejen de crecer flores de color
¡Azul!
¡Azul!
¡Azul!
¡Azul!
",1.0,No Importa la Distancia (Go the Distance),Leche con Chocolate,53.0,https://p.scdn.co/mp3-preview/c606112ca3e938eac053034c5f361de3fab53b42?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0307,124.918,4.0,https://api.spotify.com/v1/tracks/4QKkCh2wn5iTdws70W9XaR,4QKkCh2wn5iTdws70W9XaR,0.156,1998-02-10,Ricky Martin,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",1998.0
